,Reactant,Charge R,Multiplicity R,Product,Charge P,Multiplicity P,X,R1,R2,R3,R4,R5,Potential,canonSMILES
1168,CCC1=CC=C(C([H])(C2=CC=CC=C2)C(Br)OCOC)C=C1,0,1,CCC1=CC=C(C([H])(C2=CC=CC=C2)C(Br)OCOC)C=C1,1,2,O,COC,Br,CC,[H],C1=CC=CC=C1,1.98221824,CCc1ccc(C(c2ccccc2)C(Br)OCOC)cc1
1169,[N+](=O)([O-])C1=CC=C(C(C2=CC=CC=C2)(C#N)C(C3=CC=CC=C3)OC4=CC=CC=C4)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C(C2=CC=CC=C2)(C#N)C(C3=CC=CC=C3)OC4=CC=CC=C4)C=C1,1,2,O,C1=CC=CC=C1,C1=CC=CC=C1,[N+](=O)([O-]),C1=CC=CC=C1,C#N,1.98298012,N#CC(c1ccccc1)(c1ccc([N+](=O)[O-])cc1)C(Oc1ccccc1)c1ccccc1
1170,C(#N)C1=CC=C(C(C#N)([H])C(OC)OC2=CC=CC=C2)C=C1,0,1,C(#N)C1=CC=C(C(C#N)([H])C(OC)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,OC,C(#N),C#N,[H],1.98330664,COC(Oc1ccccc1)C(C#N)c1ccc(C#N)cc1
1171,O(C)C1=CC=C(C(C#N)(C)C(C#N)OCOC)C=C1,0,1,O(C)C1=CC=C(C(C#N)(C)C(C#N)OCOC)C=C1,1,2,O,COC,C#N,O(C),C#N,C,1.98412294,COCOC(C#N)C(C)(C#N)c1ccc(OC)cc1
1174,C(#N)C1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C(C4=CC=CC=C4)OCOC)C=C1,0,1,C(#N)C1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C(C4=CC=CC=C4)OCOC)C=C1,1,2,O,COC,C1=CC=CC=C1,C(#N),C1=CC=CC=C1,C1=CC=CC=C1,1.9856467,COCOC(c1ccccc1)C(c1ccccc1)(c1ccccc1)c1ccc(C#N)cc1
1175,O(C)C1=CC=C(C(C#N)(C#N)C(C)OC2=CC=CC=C2)C=C1,0,1,O(C)C1=CC=C(C(C#N)(C#N)C(C)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,C,O(C),C#N,C#N,1.98578275,COc1ccc(C(C#N)(C#N)C(C)Oc2ccccc2)cc1
1178,C(#N)C1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C(OC)OC)C=C1,0,1,C(#N)C1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C(OC)OC)C=C1,1,2,O,C,OC,C(#N),C1=CC=CC=C1,C1=CC=CC=C1,1.98768745,COC(OC)C(c1ccccc1)(c1ccccc1)c1ccc(C#N)cc1
1180,CCC1=CC=C(C([H])([H])C(C2=CC=CC=C2)OC)C=C1,0,1,CCC1=CC=C(C([H])([H])C(C2=CC=CC=C2)OC)C=C1,1,2,O,C,C1=CC=CC=C1,CC,[H],[H],1.98798676,CCc1ccc(CC(OC)c2ccccc2)cc1
1182,[N+](=O)([O-])C1=CC=C(C(C#N)([H])C(C2=CC=CC=C2)OC3=CC=CC=C3)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C(C#N)([H])C(C2=CC=CC=C2)OC3=CC=CC=C3)C=C1,1,2,O,C1=CC=CC=C1,C1=CC=CC=C1,[N+](=O)([O-]),C#N,[H],1.98815002,N#CC(c1ccc([N+](=O)[O-])cc1)C(Oc1ccccc1)c1ccccc1
1186,C1=CC=CC=C1C2=CC=C(C(C3=CC=CC=C3)(C#N)C(C#N)OC4=CC=CC=C4)C=C2,0,1,C1=CC=CC=C1C2=CC=C(C(C3=CC=CC=C3)(C#N)C(C#N)OC4=CC=CC=C4)C=C2,1,2,O,C1=CC=CC=C1,C#N,C1=CC=CC=C1,C1=CC=CC=C1,C#N,1.98874864,N#CC(Oc1ccccc1)C(C#N)(c1ccccc1)c1ccc(-c2ccccc2)cc1
1189,C1=CC=CC=C1C2=CC=C(C(C#N)([H])C(Br)OC3=CC=CC=C3)C=C2,0,1,C1=CC=CC=C1C2=CC=C(C(C#N)([H])C(Br)OC3=CC=CC=C3)C=C2,1,2,O,C1=CC=CC=C1,Br,C1=CC=CC=C1,C#N,[H],1.98910237,N#CC(c1ccc(-c2ccccc2)cc1)C(Br)Oc1ccccc1
1191,CCC1=CC=C(C(C)(C)C(C2=CC=CC=C2)OC)C=C1,0,1,CCC1=CC=C(C(C)(C)C(C2=CC=CC=C2)OC)C=C1,1,2,O,C,C1=CC=CC=C1,CC,C,C,1.99002751,CCc1ccc(C(C)(C)C(OC)c2ccccc2)cc1
1192,CCC1=CC=C(C([H])(C)C(C)OCOC)C=C1,0,1,CCC1=CC=C(C([H])(C)C(C)OCOC)C=C1,1,2,O,COC,C,CC,[H],C,1.99049008,CCc1ccc(C(C)C(C)OCOC)cc1
1193,[N+](=O)([O-])C1=CC=C(C(C2=CC=CC=C2)(C#N)C([H])OC3=CC=CC=C3)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C(C2=CC=CC=C2)(C#N)C([H])OC3=CC=CC=C3)C=C1,1,2,O,C1=CC=CC=C1,[H],[N+](=O)([O-]),C1=CC=CC=C1,C#N,1.99057171,N#CC(COc1ccccc1)(c1ccccc1)c1ccc([N+](=O)[O-])cc1
1194,CCC1=CC=C(C(C)(C)C([H])OC)C=C1,0,1,CCC1=CC=C(C(C)(C)C([H])OC)C=C1,1,2,O,C,[H],CC,C,C,1.99076218,CCc1ccc(C(C)(C)COC)cc1
1197,CCC1=CC=C(C(C2=CC=CC=C2)([H])C(Br)OC)C=C1,0,1,CCC1=CC=C(C(C2=CC=CC=C2)([H])C(Br)OC)C=C1,1,2,O,C,Br,CC,C1=CC=CC=C1,[H],1.9916328999999997,CCc1ccc(C(c2ccccc2)C(Br)OC)cc1
1200,CCC1=CC=C(C([H])([H])C(C2=CC=CC=C2)OCOC)C=C1,0,1,CCC1=CC=C(C([H])([H])C(C2=CC=CC=C2)OCOC)C=C1,1,2,O,COC,C1=CC=CC=C1,CC,[H],[H],1.99400017,CCc1ccc(CC(OCOC)c2ccccc2)cc1
1202,CCC1=CC=C(C(C)([H])C([H])OC)C=C1,0,1,CCC1=CC=C(C(C)([H])C([H])OC)C=C1,1,2,O,C,[H],CC,C,[H],1.99457158,CCc1ccc(C(C)COC)cc1
1203,[N+](=O)([O-])C1=CC=C(C([H])(C#N)C(OC)OC2=CC=CC=C2)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C([H])(C#N)C(OC)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,OC,[N+](=O)([O-]),[H],C#N,1.99476205,COC(Oc1ccccc1)C(C#N)c1ccc([N+](=O)[O-])cc1
1205,C1=CC=CC=C1C2=CC=C(C([H])(C#N)C(C#N)OCOC)C=C2,0,1,C1=CC=CC=C1C2=CC=C(C([H])(C#N)C(C#N)OCOC)C=C2,1,2,O,COC,C#N,C1=CC=CC=C1,[H],C#N,1.99563277,COCOC(C#N)C(C#N)c1ccc(-c2ccccc2)cc1
1208,C1=CC=CC=C1C2=CC=C(C(C#N)([H])C(C#N)OC3=CC=CC=C3)C=C2,0,1,C1=CC=CC=C1C2=CC=C(C(C#N)([H])C(C#N)OC3=CC=CC=C3)C=C2,1,2,O,C1=CC=CC=C1,C#N,C1=CC=CC=C1,C#N,[H],1.99775515,N#CC(Oc1ccccc1)C(C#N)c1ccc(-c2ccccc2)cc1
1209,O(C)C1=CC=C(C(C#N)(C#N)C(C2=CC=CC=C2)OC3=CC=CC=C3)C=C1,0,1,O(C)C1=CC=C(C(C#N)(C#N)C(C2=CC=CC=C2)OC3=CC=CC=C3)C=C1,1,2,O,C1=CC=CC=C1,C1=CC=CC=C1,O(C),C#N,C#N,1.99778236,COc1ccc(C(C#N)(C#N)C(Oc2ccccc2)c2ccccc2)cc1
1210,C1=CC=CC=C1C2=CC=C(C(C#N)(C#N)C(C)OC3=CC=CC=C3)C=C2,0,1,C1=CC=CC=C1C2=CC=C(C(C#N)(C#N)C(C)OC3=CC=CC=C3)C=C2,1,2,O,C1=CC=CC=C1,C,C1=CC=CC=C1,C#N,C#N,1.99884355,CC(Oc1ccccc1)C(C#N)(C#N)c1ccc(-c2ccccc2)cc1
1211,[N+](=O)([O-])C1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C(C)OC)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C(C)OC)C=C1,1,2,O,C,C,[N+](=O)([O-]),C1=CC=CC=C1,C1=CC=CC=C1,1.99892518,COC(C)C(c1ccccc1)(c1ccccc1)c1ccc([N+](=O)[O-])cc1
1212,C(OC)(=O)C1=CC=C(C(C#N)(C)C(OC)OC2=CC=CC=C2)C=C1,0,1,C(OC)(=O)C1=CC=C(C(C#N)(C)C(OC)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,OC,C(OC)(=O),C#N,C,1.99919728,COC(=O)c1ccc(C(C)(C#N)C(OC)Oc2ccccc2)cc1
1214,CCC1=CC=C(C([H])([H])C(C)OCOC)C=C1,0,1,CCC1=CC=C(C([H])([H])C(C)OCOC)C=C1,1,2,O,COC,C,CC,[H],[H],2.00004079,CCc1ccc(CC(C)OCOC)cc1
1215,CCC1=CC=C(C(C)(C)C(Br)OC)C=C1,0,1,CCC1=CC=C(C(C)(C)C(Br)OC)C=C1,1,2,O,C,Br,CC,C,C,2.00028568,CCc1ccc(C(C)(C)C(Br)OC)cc1
1218,C(#N)C1=CC=C(C(C#N)(C2=CC=CC=C2)C(OC)OC3=CC=CC=C3)C=C1,0,1,C(#N)C1=CC=C(C(C#N)(C2=CC=CC=C2)C(OC)OC3=CC=CC=C3)C=C1,1,2,O,C1=CC=CC=C1,OC,C(#N),C#N,C1=CC=CC=C1,2.00444881,COC(Oc1ccccc1)C(C#N)(c1ccccc1)c1ccc(C#N)cc1
1219,O(C)C1=CC=C(C(C#N)(C#N)C(OC)OCOC)C=C1,0,1,O(C)C1=CC=C(C(C#N)(C#N)C(OC)OCOC)C=C1,1,2,O,COC,OC,O(C),C#N,C#N,2.00461207,COCOC(OC)C(C#N)(C#N)c1ccc(OC)cc1
1221,[H]C1=CC=C(C(C)(C2=CC=CC=C2)C(C3=CC=CC=C3)OC)C=C1,0,1,[H]C1=CC=C(C(C)(C2=CC=CC=C2)C(C3=CC=CC=C3)OC)C=C1,1,2,O,C,C1=CC=CC=C1,[H],C,C1=CC=CC=C1,2.00529232,COC(c1ccccc1)C(C)(c1ccccc1)c1ccccc1
1223,[H]C1=CC=C(C(C)(C2=CC=CC=C2)C(C)OCOC)C=C1,0,1,[H]C1=CC=C(C(C)(C2=CC=CC=C2)C(C)OCOC)C=C1,1,2,O,COC,C,[H],C,C1=CC=CC=C1,2.00752354,COCOC(C)C(C)(c1ccccc1)c1ccccc1
1225,[H]C1=CC=C(C(C#N)(C#N)C(C)OC2=CC=CC=C2)C=C1,0,1,[H]C1=CC=C(C(C#N)(C#N)C(C)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,C,[H],C#N,C#N,2.00907451,CC(Oc1ccccc1)C(C#N)(C#N)c1ccccc1
1226,[H]C1=CC=C(C(C2=CC=CC=C2)(C)C(C3=CC=CC=C3)OCOC)C=C1,0,1,[H]C1=CC=C(C(C2=CC=CC=C2)(C)C(C3=CC=CC=C3)OCOC)C=C1,1,2,O,COC,C1=CC=CC=C1,[H],C1=CC=CC=C1,C,2.0101357,COCOC(c1ccccc1)C(C)(c1ccccc1)c1ccccc1
1227,C1=CC=CC=C1C2=CC=C(C(C#N)(C#N)C(C)OC)C=C2,0,1,C1=CC=CC=C1C2=CC=C(C(C#N)(C#N)C(C)OC)C=C2,1,2,O,C,C,C1=CC=CC=C1,C#N,C#N,2.01138736,COC(C)C(C#N)(C#N)c1ccc(-c2ccccc2)cc1
1228,C1=CC=CC=C1C2=CC=C(C(C#N)(C#N)C(OC)OC)C=C2,0,1,C1=CC=CC=C1C2=CC=C(C(C#N)(C#N)C(OC)OC)C=C2,1,2,O,C,OC,C1=CC=CC=C1,C#N,C#N,2.01155062,COC(OC)C(C#N)(C#N)c1ccc(-c2ccccc2)cc1
1230,CCC1=CC=C(C([H])([H])C([H])OCOC)C=C1,0,1,CCC1=CC=C(C([H])([H])C([H])OCOC)C=C1,1,2,O,COC,[H],CC,[H],[H],2.01443488,CCc1ccc(CCOCOC)cc1
1231,[H]C1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C(OC)OC)C=C1,0,1,[H]C1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C(OC)OC)C=C1,1,2,O,C,OC,[H],C1=CC=CC=C1,C1=CC=CC=C1,2.01446209,COC(OC)C(c1ccccc1)(c1ccccc1)c1ccccc1
1232,CCC1=CC=C(C(C#N)(C#N)C(C)OC2=CC=CC=C2)C=C1,0,1,CCC1=CC=C(C(C#N)(C#N)C(C)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,C,CC,C#N,C#N,2.01481582,CCc1ccc(C(C#N)(C#N)C(C)Oc2ccccc2)cc1
1233,[N+](=O)([O-])C1=CC=C(C(C#N)(C2=CC=CC=C2)C(OC)OC3=CC=CC=C3)C=C1,0,1,[N+](=O)([O-])C1=CC=C(C(C#N)(C2=CC=CC=C2)C(OC)OC3=CC=CC=C3)C=C1,1,2,O,C1=CC=CC=C1,OC,[N+](=O)([O-]),C#N,C1=CC=CC=C1,2.01508792,COC(Oc1ccccc1)C(C#N)(c1ccccc1)c1ccc([N+](=O)[O-])cc1
1237,CCC1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C(Br)OC)C=C1,0,1,CCC1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C(Br)OC)C=C1,1,2,O,C,Br,CC,C1=CC=CC=C1,C1=CC=CC=C1,2.01642121,CCc1ccc(C(c2ccccc2)(c2ccccc2)C(Br)OC)cc1
1241,C1=CC=CC=C1C2=CC=C(C(C#N)(C#N)C(C3=CC=CC=C3)OC)C=C2,0,1,C1=CC=CC=C1C2=CC=C(C(C#N)(C#N)C(C3=CC=CC=C3)OC)C=C2,1,2,O,C,C1=CC=CC=C1,C1=CC=CC=C1,C#N,C#N,2.02063876,COC(c1ccccc1)C(C#N)(C#N)c1ccc(-c2ccccc2)cc1
1244,O(C)C1=CC=C(C(C#N)(C#N)C(OC)OC2=CC=CC=C2)C=C1,0,1,O(C)C1=CC=C(C(C#N)(C#N)C(OC)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,OC,O(C),C#N,C#N,2.02501957,COc1ccc(C(C#N)(C#N)C(OC)Oc2ccccc2)cc1
1245,CCC1=CC=C(C(C)(C)C([H])OCOC)C=C1,0,1,CCC1=CC=C(C(C)(C)C([H])OCOC)C=C1,1,2,O,COC,[H],CC,C,C,2.02572703,CCc1ccc(C(C)(C)COCOC)cc1
1247,CCC1=CC=C(C(C)([H])C(Br)OC2=CC=CC=C2)C=C1,0,1,CCC1=CC=C(C(C)([H])C(Br)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,Br,CC,C,[H],2.02624402,CCc1ccc(C(C)C(Br)Oc2ccccc2)cc1
1248,[H]C1=CC=C(C(C2=CC=CC=C2)(C)C(OC)OCOC)C=C1,0,1,[H]C1=CC=C(C(C2=CC=CC=C2)(C)C(OC)OCOC)C=C1,1,2,O,COC,OC,[H],C1=CC=CC=C1,C,2.02746847,COCOC(OC)C(C)(c1ccccc1)c1ccccc1
1250,O(C)C1=CC=C(C(C#N)([H])C(C#N)OC2=CC=CC=C2)C=C1,0,1,O(C)C1=CC=C(C(C#N)([H])C(C#N)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,C#N,O(C),C#N,[H],2.02869292,COc1ccc(C(C#N)C(C#N)Oc2ccccc2)cc1
1251,CCC1=CC=C(C(C)(C2=CC=CC=C2)C(Br)OC3=CC=CC=C3)C=C1,0,1,CCC1=CC=C(C(C)(C2=CC=CC=C2)C(Br)OC3=CC=CC=C3)C=C1,1,2,O,C1=CC=CC=C1,Br,CC,C,C1=CC=CC=C1,2.02885618,CCc1ccc(C(C)(c2ccccc2)C(Br)Oc2ccccc2)cc1
1253,[H]C1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C(Br)OC)C=C1,0,1,[H]C1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C(Br)OC)C=C1,1,2,O,C,Br,[H],C1=CC=CC=C1,C1=CC=CC=C1,2.03127787,COC(Br)C(c1ccccc1)(c1ccccc1)c1ccccc1
1254,[H]C1=CC=C(C(C#N)(C#N)C([H])OC2=CC=CC=C2)C=C1,0,1,[H]C1=CC=C(C(C#N)(C#N)C([H])OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,[H],[H],C#N,C#N,2.03127787,N#CC(C#N)(COc1ccccc1)c1ccccc1
1255,CCC1=CC=C(C(C2=CC=CC=C2)(C)C(C#N)OC)C=C1,0,1,CCC1=CC=C(C(C2=CC=CC=C2)(C)C(C#N)OC)C=C1,1,2,O,C,C#N,CC,C1=CC=CC=C1,C,2.03247511,CCc1ccc(C(C)(c2ccccc2)C(C#N)OC)cc1
1257,CCC1=CC=C(C(C#N)(C#N)C(C2=CC=CC=C2)OC3=CC=CC=C3)C=C1,0,1,CCC1=CC=C(C(C#N)(C#N)C(C2=CC=CC=C2)OC3=CC=CC=C3)C=C1,1,2,O,C1=CC=CC=C1,C1=CC=CC=C1,CC,C#N,C#N,2.03331862,CCc1ccc(C(C#N)(C#N)C(Oc2ccccc2)c2ccccc2)cc1
1262,[H]C1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C([H])OC)C=C1,0,1,[H]C1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C([H])OC)C=C1,1,2,O,C,[H],[H],C1=CC=CC=C1,C1=CC=CC=C1,2.03495122,COCC(c1ccccc1)(c1ccccc1)c1ccccc1
1263,CCC1=CC=C(C([H])(C)C(Br)OC)C=C1,0,1,CCC1=CC=C(C([H])(C)C(Br)OC)C=C1,1,2,O,C,Br,CC,[H],C,2.03506006,CCc1ccc(C(C)C(Br)OC)cc1
1265,C1=CC=CC=C1C2=CC=C(C(C#N)(C#N)C(C)OCOC)C=C2,0,1,C1=CC=CC=C1C2=CC=C(C(C#N)(C#N)C(C)OCOC)C=C2,1,2,O,COC,C,C1=CC=CC=C1,C#N,C#N,2.03669266,COCOC(C)C(C#N)(C#N)c1ccc(-c2ccccc2)cc1
1266,C(#N)C1=CC=C(C(C#N)(C#N)C(C)OC2=CC=CC=C2)C=C1,0,1,C(#N)C1=CC=C(C(C#N)(C#N)C(C)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,C,C(#N),C#N,C#N,2.0368015,CC(Oc1ccccc1)C(C#N)(C#N)c1ccc(C#N)cc1
1267,[H]C1=CC=C(C(C2=CC=CC=C2)(C)C(OC)OC)C=C1,0,1,[H]C1=CC=C(C(C2=CC=CC=C2)(C)C(OC)OC)C=C1,1,2,O,C,OC,[H],C1=CC=CC=C1,C,2.03720965,COC(OC)C(C)(c1ccccc1)c1ccccc1
1270,C(OC)(=O)C1=CC=C(C(C#N)(C#N)C(C)OC2=CC=CC=C2)C=C1,0,1,C(OC)(=O)C1=CC=C(C(C#N)(C#N)C(C)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,C,C(OC)(=O),C#N,C#N,2.03859736,COC(=O)c1ccc(C(C#N)(C#N)C(C)Oc2ccccc2)cc1
1271,O(C)C1=CC=C(C(C#N)(C#N)C(C)OC)C=C1,0,1,O(C)C1=CC=C(C(C#N)(C#N)C(C)OC)C=C1,1,2,O,C,C,O(C),C#N,C#N,2.03984902,COc1ccc(C(C#N)(C#N)C(C)OC)cc1
1272,[H]C1=CC=C(C(C2=CC=CC=C2)(C)C(C)OC)C=C1,0,1,[H]C1=CC=C(C(C2=CC=CC=C2)(C)C(C)OC)C=C1,1,2,O,C,C,[H],C1=CC=CC=C1,C,2.04003949,COC(C)C(C)(c1ccccc1)c1ccccc1
1273,[H]C1=CC=C(C(C2=CC=CC=C2)([H])C(C3=CC=CC=C3)OC)C=C1,0,1,[H]C1=CC=C(C(C2=CC=CC=C2)([H])C(C3=CC=CC=C3)OC)C=C1,1,2,O,C,C1=CC=CC=C1,[H],C1=CC=CC=C1,[H],2.04210745,COC(c1ccccc1)C(c1ccccc1)c1ccccc1
1274,C1=CC=CC=C1C2=CC=C(C(C#N)(C#N)C(OC)OC3=CC=CC=C3)C=C2,0,1,C1=CC=CC=C1C2=CC=C(C(C#N)(C#N)C(OC)OC3=CC=CC=C3)C=C2,1,2,O,C1=CC=CC=C1,OC,C1=CC=CC=C1,C#N,C#N,2.04341353,COC(Oc1ccccc1)C(C#N)(C#N)c1ccc(-c2ccccc2)cc1
1275,[H]C1=CC=C(C([H])(C2=CC=CC=C2)C(C)OC)C=C1,0,1,[H]C1=CC=C(C([H])(C2=CC=CC=C2)C(C)OC)C=C1,1,2,O,C,C,[H],[H],C1=CC=CC=C1,2.04471961,COC(C)C(c1ccccc1)c1ccccc1
1276,O(C)C1=CC=C(C(C#N)(C#N)C([H])OC2=CC=CC=C2)C=C1,0,1,O(C)C1=CC=C(C(C#N)(C#N)C([H])OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,[H],O(C),C#N,C#N,2.04512776,COc1ccc(C(C#N)(C#N)COc2ccccc2)cc1
1277,CCC1=CC=C(C([H])(C)C(Br)OCOC)C=C1,0,1,CCC1=CC=C(C([H])(C)C(Br)OCOC)C=C1,1,2,O,COC,Br,CC,[H],C,2.04681478,CCc1ccc(C(C)C(Br)OCOC)cc1
1278,CCC1=CC=C(C([H])(C2=CC=CC=C2)C(C#N)OC)C=C1,0,1,CCC1=CC=C(C([H])(C2=CC=CC=C2)C(C#N)OC)C=C1,1,2,O,C,C#N,CC,[H],C1=CC=CC=C1,2.04711409,CCc1ccc(C(c2ccccc2)C(C#N)OC)cc1
1279,[H]C1=CC=C(C([H])(C2=CC=CC=C2)C(C)OCOC)C=C1,0,1,[H]C1=CC=C(C([H])(C2=CC=CC=C2)C(C)OCOC)C=C1,1,2,O,COC,C,[H],[H],C1=CC=CC=C1,2.04888274,COCOC(C)C(c1ccccc1)c1ccccc1
1280,C1=CC=CC=C1C2=CC=C(C(C#N)(C#N)C(OC)OCOC)C=C2,0,1,C1=CC=CC=C1C2=CC=C(C(C#N)(C#N)C(OC)OCOC)C=C2,1,2,O,COC,OC,C1=CC=CC=C1,C#N,C#N,2.0493181000000003,COCOC(OC)C(C#N)(C#N)c1ccc(-c2ccccc2)cc1
1282,[H]C1=CC=C(C(C#N)(C#N)C(C2=CC=CC=C2)OC3=CC=CC=C3)C=C1,0,1,[H]C1=CC=C(C(C#N)(C#N)C(C2=CC=CC=C2)OC3=CC=CC=C3)C=C1,1,2,O,C1=CC=CC=C1,C1=CC=CC=C1,[H],C#N,C#N,2.05078744,N#CC(C#N)(c1ccccc1)C(Oc1ccccc1)c1ccccc1
1283,CCC1=CC=C(C([H])(C)C([H])OCOC)C=C1,0,1,CCC1=CC=C(C([H])(C)C([H])OCOC)C=C1,1,2,O,COC,[H],CC,[H],C,2.05116838,CCc1ccc(C(C)COCOC)cc1
1284,C1=CC=CC=C1C2=CC=C(C(C#N)(C#N)C(C3=CC=CC=C3)OC4=CC=CC=C4)C=C2,0,1,C1=CC=CC=C1C2=CC=C(C(C#N)(C#N)C(C3=CC=CC=C3)OC4=CC=CC=C4)C=C2,1,2,O,C1=CC=CC=C1,C1=CC=CC=C1,C1=CC=CC=C1,C#N,C#N,2.05130443,N#CC(C#N)(c1ccc(-c2ccccc2)cc1)C(Oc1ccccc1)c1ccccc1
1285,CCC1=CC=C(C(C2=CC=CC=C2)(C)C(C#N)OCOC)C=C1,0,1,CCC1=CC=C(C(C2=CC=CC=C2)(C)C(C#N)OCOC)C=C1,1,2,O,COC,C#N,CC,C1=CC=CC=C1,C,2.05157653,CCc1ccc(C(C)(c2ccccc2)C(C#N)OCOC)cc1
1286,C1=CC=CC=C1C2=CC=C(C(C#N)(C#N)C(Br)OC3=CC=CC=C3)C=C2,0,1,C1=CC=CC=C1C2=CC=C(C(C#N)(C#N)C(Br)OC3=CC=CC=C3)C=C2,1,2,O,C1=CC=CC=C1,Br,C1=CC=CC=C1,C#N,C#N,2.0520391,N#CC(C#N)(c1ccc(-c2ccccc2)cc1)C(Br)Oc1ccccc1
1287,C1=CC=CC=C1C2=CC=C(C(C#N)(C#N)C(C3=CC=CC=C3)OCOC)C=C2,0,1,C1=CC=CC=C1C2=CC=C(C(C#N)(C#N)C(C3=CC=CC=C3)OCOC)C=C2,1,2,O,COC,C1=CC=CC=C1,C1=CC=CC=C1,C#N,C#N,2.05225678,COCOC(c1ccccc1)C(C#N)(C#N)c1ccc(-c2ccccc2)cc1
1288,[H]C1=CC=C(C([H])(C2=CC=CC=C2)C([H])OC)C=C1,0,1,[H]C1=CC=C(C([H])(C2=CC=CC=C2)C([H])OC)C=C1,1,2,O,C,[H],[H],[H],C1=CC=CC=C1,2.05598455,COCC(c1ccccc1)c1ccccc1
1290,[H]C1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C([H])OCOC)C=C1,0,1,[H]C1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C([H])OCOC)C=C1,1,2,O,COC,[H],[H],C1=CC=CC=C1,C1=CC=CC=C1,2.05734505,COCOCC(c1ccccc1)(c1ccccc1)c1ccccc1
1294,CCC1=CC=C(C(C)(C)C(Br)OC2=CC=CC=C2)C=C1,0,1,CCC1=CC=C(C(C)(C)C(Br)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,Br,CC,C,C,2.05927696,CCc1ccc(C(C)(C)C(Br)Oc2ccccc2)cc1
1295,C(OC)(=O)C1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C(Br)OCOC)C=C1,0,1,C(OC)(=O)C1=CC=C(C(C2=CC=CC=C2)(C3=CC=CC=C3)C(Br)OCOC)C=C1,1,2,O,COC,Br,C(OC)(=O),C1=CC=CC=C1,C1=CC=CC=C1,2.06093677,COCOC(Br)C(c1ccccc1)(c1ccccc1)c1ccc(C(=O)OC)cc1
1296,CCC1=CC=C(C([H])([H])C(Br)OCOC)C=C1,0,1,CCC1=CC=C(C([H])([H])C(Br)OCOC)C=C1,1,2,O,COC,Br,CC,[H],[H],2.0621068,CCc1ccc(CC(Br)OCOC)cc1
1297,[H]C1=CC=C(C(C)(C)C(Br)OC2=CC=CC=C2)C=C1,0,1,[H]C1=CC=C(C(C)(C)C(Br)OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,Br,[H],C,C,2.0623789,CC(C)(c1ccccc1)C(Br)Oc1ccccc1
1298,C(OC)(=O)C1=CC=C(C(C#N)(C#N)C([H])OC2=CC=CC=C2)C=C1,0,1,C(OC)(=O)C1=CC=C(C(C#N)(C#N)C([H])OC2=CC=CC=C2)C=C1,1,2,O,C1=CC=CC=C1,[H],C(OC)(=O),C#N,C#N,2.06262379,COC(=O)c1ccc(C(C#N)(C#N)COc2ccccc2)cc1
1299,O(C)C1=CC=C(C(C#N)(C#N)C(OC)OC)C=C1,0,1,O(C)C1=CC=C(C(C#N)(C#N)C(OC)OC)C=C1,1,2,O,C,OC,O(C),C#N,C#N,2.06398429,COc1ccc(C(C#N)(C#N)C(OC)OC)cc1
